116 Fairview Av N,Aid Response,01/03/2014 05:10:47 AM,47.618693,-122.334256,POINT (-122.334256 47.618693),F140000766
100 Melrose Av E,Medic Response,01/03/2014 05:31:48 AM,47.618497,-122.327854,POINT (-122.327854 47.618497),F140000768
1811 Eastlake Av,Aid Response,01/03/2014 05:40:32 AM,47.618002,-122.329183,POINT (-122.329183 47.618002),F140000769
1825 E Lynn St,Alarm Bell,01/03/2014 05:50:31 AM,47.639553,-122.30854,POINT (-122.30854 47.639553),F140000770
1715 Harvard Av,Aid Response,01/03/2014 06:00:22 AM,47.616561,-122.322152,POINT (-122.322152 47.616561),F140000771
1110 8th Av,Unk Odor,01/19/2014 11:58:01 AM,47.608724,-122.329184,POINT (-122.329184 47.608724),F140007010
1510 E Olive Way,Auto Fire Alarm,01/19/2014 12:03:58 PM,47.617893,-122.326125,POINT (-122.326125 47.617893),F140007011
2114 S Forest St,Medic Response,01/19/2014 12:09:08 PM,47.577532,-122.305221,POINT (-122.305221 47.577532),F140007012
1404 3rd Av,Aid Response,01/19/2014 12:13:55 PM,47.608786,-122.336913,POINT (-122.336913 47.608786),F140007015
223 Yesler Way,Aid Response,01/19/2014 12:14:56 PM,47.601718,-122.331581,POINT (-122.331581 47.601718),F140007017
7171 38th Av S,Aid Response,01/19/2014 12:20:43 PM,47.538219,-122.284731,POINT (-122.284731 47.538219),F140007019
1900 9th Av,Auto Fire Alarm,01/19/2014 12:28:39 PM,47.615616,-122.334436,POINT (-122.334436 47.615616),F140007020
12740 30th Av Ne,Aid Response,01/19/2014 12:46:46 PM,47.721329,-122.296339,POINT (-122.296339 47.721329),F140007021
AURORA AV N / N 130TH ST,Aid Response,01/19/2014 12:50:07 PM,47.723212,-122.344977,POINT (-122.344977 47.723212),F140007022
7300 Roosevelt Way Ne,Aid Response,01/19/2014 12:53:51 PM,47.681554,-122.317457,POINT (-122.317457 47.681554),F140007023
12546 33rd Av Ne,Aid Response,01/19/2014 01:01:08 PM,47.719433,-122.29273,POINT (-122.29273 47.719433),F140007024
21st Av S / S Holgate St,Aid Response,01/19/2014 01:10:36 PM,47.586334,-122.305534,POINT (-122.305534 47.586334),F140007025
3222 Whalley Pl W,Activated CO Detector,01/19/2014 01:13:58 PM,47.648851,-122.390829,POINT (-122.390829 47.648851),F140007026
7401 Rainier Av S,Medic Response,01/19/2014 01:15:11 PM,47.535914,-122.270031,POINT (-122.270031 47.535914),F140007027
6543 49th Av Sw,Aid Response,01/19/2014 01:24:15 PM,47.544577,-122.395207,POINT (-122.395207 47.544577),F140007028
5858 Seward Park Av S,Aid Response Yellow,01/19/2014 01:30:06 PM,47.550309,-122.259813,POINT (-122.259813 47.550309),F140007031
2225 4th Av,Medic Response,01/19/2014 01:38:23 PM,47.614788,-122.342952,POINT (-122.342952 47.614788),F140007032
WESTERN AV / VIRGINIA ST,Medic Response,01/19/2014 01:42:24 PM,47.610321,-122.343637,POINT (-122.343637 47.610321),F140007033
1701 4th Av S,Aid Response,01/19/2014 01:52:10 PM,47.588217,-122.329051,POINT (-122.329051 47.588217),F140007036
1701 4th Av S,Aid Response,01/19/2014 01:51:56 PM,47.588217,-122.329051,POINT (-122.329051 47.588217),F140007037
5TH AV S / S LANDER ST,Aid Response,01/19/2014 01:55:28 PM,47.579809,-122.327516,POINT (-122.327516 47.579809),F140007040
5th Av / Stewart St,Aid Response,01/19/2014 02:03:51 PM,47.612958,-122.337873,POINT (-122.337873 47.612958),F140007042
3rd Av S / S Holgate St,Aid Response,01/19/2014 02:17:47 PM,47.58617,-122.329979,POINT (-122.329979 47.58617),F140007044
6900 East Green Lake Way N,Medic Response,01/19/2014 02:31:58 PM,47.678556,-122.326837,POINT (-122.326837 47.678556),F140007046
11030 5th Av Ne,Aid Response,01/19/2014 02:36:36 PM,47.709488,-122.323301,POINT (-122.323301 47.709488),F140007048
12th Av Ne / Ne 50th St,Aid Response,01/19/2014 02:46:18 PM,47.664917,-122.315239,POINT (-122.315239 47.664917),F140007050
1728 Nw 63rd St,Medic Response,01/19/2014 02:46:13 PM,47.674551,-122.379176,POINT (-122.379176 47.674551),F140007051
Renton Av S / S Kenyon St,Motor Vehicle Accident,01/19/2014 02:47:47 PM,47.531543,-122.278304,POINT (-122.278304 47.531543),F140007052
Sw Director St / Sw Barton St,Illegal Burn,01/19/2014 02:50:24 PM,47.522468,-122.387467,POINT (-122.387467 47.522468),F140007054
12712 Lake City Way Ne,Natural Gas Odor,01/19/2014 02:57:08 PM,47.721165,-122.294119,POINT (-122.294119 47.721165),F140007055
5th Av S / S Weller St,Aid Response,01/19/2014 03:04:02 PM,47.597517,-122.327675,POINT (-122.327675 47.597517),F140007059
11th Av Ne / Ne 42nd St,Aid Response,01/19/2014 03:09:56 PM,47.658356,-122.316656,POINT (-122.316656 47.658356),F140007061
9246 21st Av Sw,Aid Response,01/19/2014 03:10:36 PM,47.520603,-122.360512,POINT (-122.360512 47.520603),F140007063
1821 E Mercer St,Aid Response,01/19/2014 03:11:09 PM,47.624424,-122.308378,POINT (-122.308378 47.624424),F140007065
4th Av S / S Walker St,Aid Response,01/19/2014 03:19:15 PM,47.583977,-122.329054,POINT (-122.329054 47.583977),F140007068
3210 E Madison St,Medic Response,01/19/2014 03:22:22 PM,47.627138,-122.290785,POINT (-122.290785 47.627138),F140007069
2326 California Av Sw,Aid Response,01/19/2014 03:23:20 PM,47.582838,-122.386485,POINT (-122.386485 47.582838),F140007070
2225 4th Av,Auto Fire Alarm,01/19/2014 03:26:34 PM,47.614788,-122.342952,POINT (-122.342952 47.614788),F140007071
S Royal Brougham Way / 1st Av S,Aid Response,01/19/2014 03:27:06 PM,47.592396,-122.334195,POINT (-122.334195 47.592396),F140007072
3114 S Dakota St,Aid Response,01/19/2014 03:29:01 PM,47.566185,-122.292336,POINT (-122.292336 47.566185),F140007073
511 33rd Av,Aid Response,01/19/2014 03:42:51 PM,47.606075,-122.290509,POINT (-122.290509 47.606075),F140007074
2017 Fairview Av E,Automatic Medical Alarm,01/19/2014 03:44:33 PM,47.636835,-122.329073,POINT (-122.329073 47.636835),F140007075
2547 Ne 106th Pl,Medic Response,01/19/2014 03:47:58 PM,47.705742,-122.300081,POINT (-122.300081 47.705742),F140007078
300 Broadway E,Aid Response,01/19/2014 03:48:33 PM,47.621076,-122.320892,POINT (-122.320892 47.621076),F140007079
4700 12th Av Ne,Aid Response,01/19/2014 03:55:22 PM,47.663106,-122.315263,POINT (-122.315263 47.663106),F140007080
24th Av Nw / Nw 67th St,Aid Response,01/19/2014 04:12:09 PM,47.677698,-122.387535,POINT (-122.387535 47.677698),F140007082
1525 11TH AV,"Medic Response, 6 per Rule",01/19/2014 04:17:46 PM,47.614378,-122.318145,POINT (-122.318145 47.614378),F140007083
1525 11th Av,Aid Response,01/19/2014 04:17:35 PM,47.614378,-122.318145,POINT (-122.318145 47.614378),F140007084
105 Maiden Ln E,Medic Response,01/19/2014 04:19:41 PM,47.618042,-122.284765,POINT (-122.284765 47.618042),F140007086
4545 42nd Av Sw,Rescue Elevator,01/19/2014 04:27:36 PM,47.562472,-122.385455,POINT (-122.385455 47.562472),F140007088
1100 N 115th St,Aid Response,01/19/2014 04:33:02 PM,47.712319,-122.344814,POINT (-122.344814 47.712319),F140007089
1812 8th Av,Aid Response,01/19/2014 04:37:49 PM,47.614158,-122.3342,POINT (-122.3342 47.614158),F140007090
S Holgate St / Airport Way S,Aid Response,01/19/2014 04:38:02 PM,47.585854,-122.321393,POINT (-122.321393 47.585854),F140007091
1st Av S / S Atlantic St,Aid Response,01/19/2014 04:41:38 PM,47.590312,-122.334195,POINT (-122.334195 47.590312),F140007092
3910 S Lucile St,Medic Response,01/19/2014 04:55:08 PM,47.552697,-122.283384,POINT (-122.283384 47.552697),F140007093
11512 Aurora Av N,Medic Response,01/19/2014 04:57:29 PM,47.712456,-122.344816,POINT (-122.344816 47.712456),F140007094
4522 14th Av S,Medic Response,01/19/2014 04:57:32 PM,47.563097,-122.314797,POINT (-122.314797 47.563097),F140007095
419 Occidental Av S,Aid Response,01/19/2014 05:00:16 PM,47.599026,-122.332883,POINT (-122.332883 47.599026),F140007096
S Kenyon St / Rainier Av S,Aid Response,01/19/2014 05:08:15 PM,47.531582,-122.26999,POINT (-122.26999 47.531582),F140007098
815 Nw 75th St,Aid Response,01/19/2014 05:09:59 PM,47.683263,-122.366366,POINT (-122.366366 47.683263),F140007100
700 E Pine St,Aid Response,01/19/2014 05:13:43 PM,47.615231,-122.323415,POINT (-122.323415 47.615231),F140007101
1200 Boylston Av,Medic Response,01/19/2014 05:16:01 PM,47.612158,-122.323113,POINT (-122.323113 47.612158),F140007102
1415 2nd Av,Aid Response,01/19/2014 05:27:05 PM,47.608434,-122.338125,POINT (-122.338125 47.608434),F140007103
4218 S Morgan St,Medic Response,01/19/2014 05:28:27 PM,47.544215,-122.280625,POINT (-122.280625 47.544215),F140007104
2424 E Mercer St,Automatic Medical Alarm,01/19/2014 05:16:00 PM,47.624385,-122.300834,POINT (-122.300834 47.624385),F140007105
223 Yesler Way,Aid Response,01/19/2014 05:39:34 PM,47.601718,-122.331581,POINT (-122.331581 47.601718),F140007109
2401 Nw Market St,"Hang-Up, Aid",01/19/2014 05:43:29 PM,47.668679,-122.387576,POINT (-122.387576 47.668679),F140007110
170 S KING ST,Aid Response,01/19/2014 05:43:45 PM,47.598289,-122.332342,POINT (-122.332342 47.598289),F140007111
5133 26th Av Ne,Quick Dispatch Medic 7,01/19/2014 05:51:15 PM,47.666557,-122.299552,POINT (-122.299552 47.666557),F140007112
1401 2nd Av,Aid Response,01/19/2014 05:52:05 PM,47.608292,-122.337995,POINT (-122.337995 47.608292),F140007113
2200 2nd Av,Auto Fire Alarm,01/19/2014 05:52:46 PM,47.613271,-122.344353,POINT (-122.344353 47.613271),F140007114
7515 24th Av Ne,Medic Response,01/19/2014 05:57:28 PM,47.683175,-122.301838,POINT (-122.301838 47.683175),F140007118
1028 1st Av S,Aid Response,01/19/2014 06:00:25 PM,47.593799,-122.334194,POINT (-122.334194 47.593799),F140007119
300 N 130th St,Alarm Bell,01/19/2014 06:00:13 PM,47.723234,-122.355547,POINT (-122.355547 47.723234),F140007120
2119 2nd Av,Aid Response,01/19/2014 06:09:10 PM,47.612643,-122.343292,POINT (-122.343292 47.612643),F140007121
15th Av Nw / Nw 75th St,Aid Response,01/19/2014 06:24:07 PM,47.683238,-122.37678,POINT (-122.37678 47.683238),F140007123
318 2nd Av Et  S,Aid Response,01/19/2014 06:31:42 PM,47.6002,-122.330547,POINT (-122.330547 47.6002),F140007126
858 Nw 70th St,Aid Response,01/19/2014 06:37:17 PM,47.67955,-122.367416,POINT (-122.367416 47.67955),F140007127
9246 21st Av Sw,Aid Response,01/19/2014 06:37:55 PM,47.520603,-122.360512,POINT (-122.360512 47.520603),F140007128
3125 S Dakota St,Aid Response,01/19/2014 06:40:22 PM,47.566183,-122.292235,POINT (-122.292235 47.566183),F140007129
419 Occidental Av S,Aid Response,01/19/2014 06:45:57 PM,47.599026,-122.332883,POINT (-122.332883 47.599026),F140007131
401 Ne Northgate Way,Aid Response,01/19/2014 06:47:49 PM,47.708602,-122.324588,POINT (-122.324588 47.708602),F140007132
4127 12th Av Ne,Aid Response,01/19/2014 06:48:21 PM,47.657255,-122.315549,POINT (-122.315549 47.657255),F140007133
2400 N 65th St,Medic Response,01/19/2014 06:53:53 PM,47.67595,-122.329611,POINT (-122.329611 47.67595),F140007134
964 21st Av,Aid Response,01/19/2014 06:58:13 PM,47.610393,-122.305017,POINT (-122.305017 47.610393),F140007135
10007 Aurora Av N,Medic Response,01/19/2014 07:02:59 PM,47.701474,-122.344652,POINT (-122.344652 47.701474),F140007136
5653 23rd Av Sw,Medic Response,01/19/2014 07:04:53 PM,47.551595,-122.361773,POINT (-122.361773 47.551595),F140007137
800 Occidental Av S,Single Medic Unit,01/19/2014 07:05:24 PM,47.595693,-122.333273,POINT (-122.333273 47.595693),F140007140
3003 California Av Sw,Trans to AMR,01/19/2014 07:11:58 PM,47.576973,-122.386714,POINT (-122.386714 47.576973),F140007141
21st Av Ne / Ne 47th St,1RED 1 Unit,01/19/2014 07:11:17 PM,47.663075,-122.305462,POINT (-122.305462 47.663075),F140007142
13th Av / E Pike St,Aid Response,01/19/2014 07:13:17 PM,47.614113,-122.31553,POINT (-122.31553 47.614113),F140007143
6512 35th Av Sw,Aid Response,01/19/2014 07:16:10 PM,47.544573,-122.376448,POINT (-122.376448 47.544573),F140007144
Occidental Av S / S Washington St,Aid Response,01/19/2014 07:18:31 PM,47.600882,-122.332877,POINT (-122.332877 47.600882),F140007145
1st Av S / S Holgate St,Aid Response,01/19/2014 07:23:22 PM,47.586104,-122.334198,POINT (-122.334198 47.586104),F140007147
7351 21st Av Ne,Activated CO Detector,01/19/2014 07:28:04 PM,47.681688,-122.305307,POINT (-122.305307 47.681688),F140007148
11510 8th Av Ne,Aid Response,01/19/2014 07:30:01 PM,47.712298,-122.320647,POINT (-122.320647 47.712298),F140007149
Harvard Av / E Pine St,Aid Response,01/19/2014 07:34:12 PM,47.615226,-122.32213,POINT (-122.32213 47.615226),F140007150
1709 E Marion St,Natural Gas Odor,01/19/2014 07:39:23 PM,47.610368,-122.310099,POINT (-122.310099 47.610368),F140007152
Western Av / Marion St,Aid Response,01/19/2014 07:39:44 PM,47.603518,-122.336697,POINT (-122.336697 47.603518),F140007153
800 Occidental Av S,Single Medic Unit,01/19/2014 07:41:28 PM,47.595693,-122.333273,POINT (-122.333273 47.595693),F140007156
2313 3rd Av,Aid Response,01/19/2014 07:43:54 PM,47.614799,-122.344953,POINT (-122.344953 47.614799),F140007157
1729 1ST AV S,Aid Response,01/19/2014 07:43:41 PM,47.587918,-122.334197,POINT (-122.334197 47.587918),F140007158
3503 Sw 98th St,Medic Response,01/19/2014 07:46:43 PM,47.515606,-122.376656,POINT (-122.376656 47.515606),F140007161
1st Av S / S Holgate St,Aid Response,01/19/2014 07:49:37 PM,47.586104,-122.334198,POINT (-122.334198 47.586104),F140007163
3rd Av / Pine St,Aid Response,01/19/2014 07:50:09 PM,47.610743,-122.338702,POINT (-122.338702 47.610743),F140007164
Ne 47th St / 16th Av Ne,Medic Response,01/19/2014 07:54:21 PM,47.663075,-122.31083,POINT (-122.31083 47.663075),F140007165
1185 Broadway  E,Automatic Medical Alarm,01/19/2014 07:55:44 PM,47.630231,-122.321264,POINT (-122.321264 47.630231),F140007166
2349 Harbor Av Sw,Medic Response,01/19/2014 08:03:22 PM,47.582207,-122.373281,POINT (-122.373281 47.582207),F140007168
1st Av / Yesler Way,Aid Response,01/19/2014 08:06:43 PM,47.601722,-122.334179,POINT (-122.334179 47.601722),F140007169
1911 Aurora Av N,Medic Response,01/19/2014 08:06:55 PM,47.636938,-122.344127,POINT (-122.344127 47.636938),F140007170
12520 9th Av Nw,Aid Response,01/19/2014 08:08:57 PM,47.719852,-122.367719,POINT (-122.367719 47.719852),F140007171
1928 10th Av E,Motor Vehicle Accident,01/19/2014 08:25:30 PM,47.636282,-122.320087,POINT (-122.320087 47.636282),F140007174
318 2nd Av Et  S,Aid Response,01/19/2014 08:30:52 PM,47.6002,-122.330547,POINT (-122.330547 47.6002),F140007177
4123 51st Av Ne,Aid Response,01/19/2014 08:32:33 PM,47.658114,-122.271919,POINT (-122.271919 47.658114),F140007178
1717 Belmont Av,Aid Response,01/19/2014 08:34:37 PM,47.616576,-122.32449,POINT (-122.32449 47.616576),F140007180
11300 3rd Av Ne,1RED 1 Unit,01/19/2014 08:38:28 PM,47.710481,-122.326004,POINT (-122.326004 47.710481),F140007181
567 Occidental Av S,Aid Response,01/19/2014 08:40:17 PM,47.59771,-122.333264,POINT (-122.333264 47.59771),F140007184
N 115th St / Sunnyside Av N,Aid Response,01/19/2014 08:42:49 PM,47.712269,-122.330053,POINT (-122.330053 47.712269),F140007185
9200 2nd Av Sw,Aid Response,01/19/2014 08:44:36 PM,47.521244,-122.336301,POINT (-122.336301 47.521244),F140007186
520 S King St,Aid Response,01/19/2014 08:45:00 PM,47.598356,-122.327404,POINT (-122.327404 47.598356),F140007187
7360 VASHON PL SW,Medic Response,01/19/2014 08:48:39 PM,47.537391,-122.389872,POINT (-122.389872 47.537391),F140007188
1st Av S / S Royal Brougham Way,Aid Response,01/19/2014 08:51:30 PM,47.592396,-122.334195,POINT (-122.334195 47.592396),F140007189
5th Av S / S Jackson St,Medic Response,01/19/2014 08:59:04 PM,47.599195,-122.327667,POINT (-122.327667 47.599195),F140007191
5201 Leary Av Nw,Aid Response,01/19/2014 09:00:39 PM,47.665592,-122.380857,POINT (-122.380857 47.665592),F140007192
3232 27th Av W,Aid Response,01/19/2014 09:01:01 PM,47.648933,-122.391561,POINT (-122.391561 47.648933),F140007193
10733 28th Av Ne,Medic Response,01/19/2014 09:04:46 PM,47.706869,-122.297917,POINT (-122.297917 47.706869),F140007195
8606 35th Av Ne,Medic Response,01/19/2014 09:06:09 PM,47.690963,-122.290694,POINT (-122.290694 47.690963),F140007196
1st Av / Madison St,Aid Response,01/19/2014 09:06:30 PM,47.604695,-122.336238,POINT (-122.336238 47.604695),F140007197
2604 1ST AV,Medic Response,01/19/2014 09:08:16 PM,47.615266,-122.349711,POINT (-122.349711 47.615266),F140007198
3208 Morse Av S,Trans to AMR,01/19/2014 09:10:39 PM,47.574996,-122.298668,POINT (-122.298668 47.574996),F140007199
8374 Loyal Way Nw,Aid Response,01/19/2014 09:14:54 PM,47.689404,-122.397041,POINT (-122.397041 47.689404),F140007200
SUMMIT AV / E OLIVE ST,Illegal Burn,01/19/2014 09:15:24 PM,47.616342,-122.325543,POINT (-122.325543 47.616342),F140007201
1431 Minor Av,Aid Response,01/19/2014 09:19:05 PM,47.613037,-122.326981,POINT (-122.326981 47.613037),F140007203
3020 Westlake Av N,Aid Response,01/19/2014 09:26:31 PM,47.646713,-122.349472,POINT (-122.349472 47.646713),F140007204
111 Yale Av N,Aid Response,01/19/2014 09:28:14 PM,47.618823,-122.330413,POINT (-122.330413 47.618823),F140007205
611 S Lane St,Rescue Lock In/Out,01/19/2014 09:30:52 PM,47.596676,-122.326122,POINT (-122.326122 47.596676),F140007206
42nd Av Sw / Sw Admiral Way,Aid Response,01/19/2014 09:38:45 PM,47.581186,-122.385173,POINT (-122.385173 47.581186),F140007208
212 Ne 43rd St,Electrical Problem,01/19/2014 09:38:57 PM,47.658962,-122.327028,POINT (-122.327028 47.658962),F140007209
100 Nw 85th St,Medic Response,01/19/2014 09:43:16 PM,47.69061,-122.357982,POINT (-122.357982 47.69061),F140007210
1901 Western Av,"Hang-Up, Aid",01/19/2014 09:52:07 PM,47.610056,-122.34329,POINT (-122.34329 47.610056),F140007211
Aurora Av N / N 125th St,Aid Response,01/19/2014 09:53:27 PM,47.719572,-122.344937,POINT (-122.344937 47.719572),F140007212
Dexter Av N / Newton St,Motor Vehicle Accident,01/19/2014 09:56:51 PM,47.636658,-122.342795,POINT (-122.342795 47.636658),F140007213
1902 2nd Av,Medic Response,01/19/2014 10:04:36 PM,47.610972,-122.340465,POINT (-122.340465 47.610972),F140007215
Madison St / 1st Av,Aid Response,01/19/2014 10:06:10 PM,47.604695,-122.336238,POINT (-122.336238 47.604695),F140007216
500 5th Av,"Medic Response, 7 per Rule",01/19/2014 10:08:49 PM,47.602985,-122.328535,POINT (-122.328535 47.602985),F140007217
125 Boren Av N,Medic Response,01/19/2014 10:09:47 PM,47.618811,-122.335874,POINT (-122.335874 47.618811),F140007218
1423 1st Av,Auto Fire Alarm,01/19/2014 10:15:10 PM,47.608051,-122.339309,POINT (-122.339309 47.608051),F140007220
Utah Av S / S Holgate St,Aid Response,01/19/2014 10:15:38 PM,47.586104,-122.335122,POINT (-122.335122 47.586104),F140007221
517 3rd Av,Medic Response,01/19/2014 10:18:39 PM,47.602172,-122.330863,POINT (-122.330863 47.602172),F140007223
223 Yesler Way,Trans to AMR,01/19/2014 10:17:52 PM,47.601718,-122.331581,POINT (-122.331581 47.601718),F140007224
1101 Madison St,Auto Fire Alarm,01/19/2014 10:21:41 PM,47.609343,-122.325128,POINT (-122.325128 47.609343),F140007225
4042 5th Av Ne,Aid Response,01/19/2014 10:23:28 PM,47.656209,-122.323498,POINT (-122.323498 47.656209),F140007226
6900 37th Av S,Medic Response,01/19/2014 10:24:51 PM,47.540683,-122.286131,POINT (-122.286131 47.540683),F140007227
607 3rd Av,Aid Response,01/19/2014 10:26:51 PM,47.602813,-122.331449,POINT (-122.331449 47.602813),F140007228
16th Av S / S College St,Aid Response,01/19/2014 10:27:47 PM,47.582978,-122.312089,POINT (-122.312089 47.582978),F140007229
4320 Aurora Av N,Aid Response,01/19/2014 10:31:56 PM,47.659771,-122.3472,POINT (-122.3472 47.659771),F140007231
5425 Russell Av Nw,Aid Response,01/19/2014 10:44:20 PM,47.668049,-122.382371,POINT (-122.382371 47.668049),F140007233
114 Prefontaine Pl S,Medic Response,01/19/2014 10:45:24 PM,47.601619,-122.330052,POINT (-122.330052 47.601619),F140007234
4002 50th Av Sw,Activated CO Detector,01/19/2014 10:49:33 PM,47.568458,-122.396126,POINT (-122.396126 47.568458),F140007237
1319 Western Av,Auto Fire Alarm,01/19/2014 10:52:17 PM,47.606553,-122.339474,POINT (-122.339474 47.606553),F140007238
605 Queen Anne Av N,Aid Response,01/19/2014 10:58:08 PM,47.624707,-122.356708,POINT (-122.356708 47.624707),F140007239
6556 4th Av Nw,4RED - 2 + 1 + 1,01/19/2014 11:04:53 PM,47.676489,-122.361496,POINT (-122.361496 47.676489),F140007241
Nob Hill Av N / Galer St,Aid Response,01/19/2014 11:16:21 PM,47.632308,-122.350193,POINT (-122.350193 47.632308),F140007242
5319 5th Av Ne,Aid Response,01/19/2014 11:19:18 PM,47.667276,-122.322853,POINT (-122.322853 47.667276),F140007243
2119 3rd Av,Aid Response,01/19/2014 11:25:33 PM,47.613308,-122.342432,POINT (-122.342432 47.613308),F140007246
6th Av / Yesler Way,Aid Response,01/19/2014 11:25:56 PM,47.60171,-122.326351,POINT (-122.326351 47.60171),F140007247
721 1st Av,Auto Fire Alarm,01/19/2014 11:29:18 PM,47.602701,-122.334414,POINT (-122.334414 47.602701),F140007248
2100 1st Av,Aid Response,01/19/2014 11:30:36 PM,47.611837,-122.343912,POINT (-122.343912 47.611837),F140007249
Occidental Av S / S Washington St,Aid Response,01/19/2014 11:32:14 PM,47.600882,-122.332877,POINT (-122.332877 47.600882),F140007250
Ne 45th St / Latona Av Ne,Motor Vehicle Accident,01/19/2014 11:49:57 PM,47.661344,-122.325108,POINT (-122.325108 47.661344),F140007251
505 Belmont Av E,Aid Response,01/19/2014 11:52:29 PM,47.623188,-122.324031,POINT (-122.324031 47.623188),F140007254
1046 1st Av S,Medic Response,01/20/2014 12:00:42 AM,47.59365,-122.334194,POINT (-122.334194 47.59365),F140007255
5512 S Bangor St,Aid Response,01/20/2014 12:06:09 AM,47.506129,-122.26459,POINT (-122.26459 47.506129),F140007257
4th Av / Pike St,Aid Response,01/20/2014 12:14:32 AM,47.610214,-122.336683,POINT (-122.336683 47.610214),F140007258
3rd Av / Pike St,Aid Response,01/20/2014 12:22:16 AM,47.60975,-122.337793,POINT (-122.337793 47.60975),F140007260
1st Av S / S Washington St,Aid Response,01/20/2014 12:25:02 AM,47.600883,-122.334182,POINT (-122.334182 47.600883),F140007261
30TH AV NE / NE 125TH ST,Aid Response,01/20/2014 12:33:01 AM,47.719285,-122.296314,POINT (-122.296314 47.719285),F140007262
1100 Broadway,Aid Response,01/20/2014 12:47:46 AM,47.611259,-122.32076,POINT (-122.32076 47.611259),F140007265
800 Fairview Av N,Aid Response,01/20/2014 12:54:51 AM,47.626281,-122.334008,POINT (-122.334008 47.626281),F140007266
75th Av S / Rainier Av S,Motor Vehicle Accident,01/20/2014 01:12:00 AM,47.510991,-122.241082,POINT (-122.241082 47.510991),F140007268
220 10th Av,Auto Fire Alarm,01/20/2014 01:13:36 AM,47.603682,-122.319409,POINT (-122.319409 47.603682),F140007271
2315 Ne 65th St,Aid Response,01/20/2014 01:19:43 AM,47.675775,-122.302579,POINT (-122.302579 47.675775),F140007275
Yesler Way / Occidental Av S,Aid Response,01/20/2014 01:22:50 AM,47.601721,-122.332874,POINT (-122.332874 47.601721),F140007276
116 Stewart St,Aid Response,01/20/2014 01:28:44 AM,47.610387,-122.341198,POINT (-122.341198 47.610387),F140007277
HARVARD AV / E PIKE ST,Aid Response,01/20/2014 01:36:10 AM,47.614066,-122.322111,POINT (-122.322111 47.614066),F140007279
318 2nd Av Et  S,Medic Response,01/20/2014 01:43:14 AM,47.6002,-122.330547,POINT (-122.330547 47.6002),F140007281
2110 N 55th St,Aid Response,01/20/2014 01:48:29 AM,47.668683,-122.333575,POINT (-122.333575 47.668683),F140007282
