PdId,IncidntNum,Incident Code,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,location,SF Find Neighborhoods 2 2,Current Police Districts 2 2,Current Supervisor Districts 2 2,Analysis Neighborhoods 2 2,DELETE - Fire Prevention Districts 2 2,DELETE - Police Districts 2 2,DELETE - Supervisor Districts 2 2,DELETE - Zip Codes 2 2,DELETE - Neighborhoods 2 2,DELETE - 2017 Fix It Zones 2 2,Civic Center Harm Reduction Project Boundary 2 2,Fix It Zones as of 2017-11-06  2 2,DELETE - HSOC Zones 2 2,Fix It Zones as of 2018-02-07 2 2,"CBD, BID and GBD Boundaries as of 2017 2 2","Areas of Vulnerability, 2016 2 2",Central Market/Tenderloin Boundary 2 2,Central Market/Tenderloin Boundary Polygon - Updated 2 2,HSOC Zones as of 2018-06-05 2 2,OWED Public Spaces 2 2,Neighborhoods 2
9016848663010,090168486,63010,WARRANTS,WARRANT ARREST,Sunday,02/15/2009,20:21,MISSION,"ARREST, BOOKED",1800 Block of HARRISON ST,-122.41322985323,37.7675321917827,POINT (-122.41322985323 37.7675321917827),53,3,2,20,8,4,7,28853,19,,,,3,,,2,,,3,,53
10615309806244,106153098,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,11/30/2010,22:00,INGLESIDE,NONE,1700 Block of SAN JOSE AV,-122.439348147621,37.7294331676242,POINT (-122.439348147621 37.72943316762421),94,9,1,28,9,7,6,28861,25,,,,,,,1,,,,,94
12005434926170,120054349,26170,OTHER OFFENSES,PROBATION VIOLATION,Friday,01/20/2012,14:53,PARK,"ARREST, BOOKED",1000 Block of DIVISADERO ST,-122.43852789956,37.7792166409805,POINT (-122.43852789955999 37.7792166409805),97,4,11,39,15,5,11,29490,41,,,,,,,1,,,,,97
9605055671000,096050556,71000,NON-CRIMINAL,LOST PROPERTY,Friday,06/19/2009,12:00,NORTHERN,NONE,400 Block of FILLMORE ST,-122.430797034916,37.7735058458568,POINT (-122.430797034916 37.7735058458568),26,4,11,9,15,9,11,29492,10,,,,,,,1,,,,,26
7027793862050,070277938,62050,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,03/17/2007,07:02,SOUTHERN,"ARREST, BOOKED",6TH ST / HARRISON ST,-122.404071611406,37.7772741854354,POINT (-122.404071611406 37.7772741854354),32,1,10,34,14,2,9,28856,34,24,,6,,6,,2,,,,,32
12103850006304,121038500,06304,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,12/26/2012,10:30,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.413631253258,37.7848053746211,POINT (-122.413631253258 37.7848053746211),20,5,10,36,7,10,9,28852,36,17,,18,,18,6,2,1,1,,,20
5029096607021,050290966,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,03/15/2004,11:30,NORTHERN,NONE,HAIGHT ST / GOUGH ST,-122.42194417281,37.773036844558,POINT (-122.42194417281002 37.773036844558),26,1,11,9,8,2,11,28853,10,,1,,1,,,1,,,1,,26
11065810528160,110658105,28160,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,08/16/2011,23:10,SOUTHERN,UNFOUNDED,500 Block of HOWARD ST,-122.396934740624,37.7877468463797,POINT (-122.39693474062399 37.7877468463797),32,1,10,8,6,2,9,28855,6,,,,,,3,1,,,,,32
12091946416010,120919464,16010,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,11/13/2012,13:25,NORTHERN,"ARREST, BOOKED",100 Block of LARKIN ST,-122.416607695115,37.7791387543353,POINT (-122.41660769511499 37.7791387543353),21,5,10,36,7,9,9,28852,36,,1,,1,,8,2,1,1,1,,21
9104805128150,091048051,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,10/09/2009,08:00,INGLESIDE,NONE,100 Block of KINGSTON ST,-122.421836167533,37.7414838982789,POINT (-122.421836167533 37.7414838982789),83,9,2,2,2,7,7,28859,2,,,,,,,1,,,,,83
9613203506244,096132035,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/20/2009,00:01,RICHMOND,NONE,ANZA ST / 17TH AV,-122.465211771414,37.7790397453248,POINT (-122.465211771414 37.7790397453248),5,8,4,11,11,6,2,54,11,,,,,,,1,,,,,5
7091124971000,070911249,71000,NON-CRIMINAL,LOST PROPERTY,Wednesday,09/05/2007,22:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,POINT (-122.40340479147902 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
12048987109320,120489871,09320,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,06/21/2012,12:45,TARAVAL,NONE,2300 Block of 31ST AV,-122.488542114096,37.7434032200896,POINT (-122.488542114096 37.7434032200896),40,10,7,35,1,8,3,29491,35,,,,,,,1,,,,,40
12053400675000,120534006,75000,MISSING PERSON,FOUND PERSON,Friday,07/06/2012,13:20,MISSION,LOCATED,800 Block of POTRERO AV,-122.406725329529,37.7585641691709,POINT (-122.406725329529 37.7585641691709),54,3,9,20,10,4,8,28859,19,,,,3,,,2,,,3,,54
6119516519090,061195165,19090,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,11/08/2006,21:27,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.415669661443,37.7821198488931,POINT (-122.415669661443 37.7821198488931),20,5,10,36,7,10,9,28852,36,17,1,18,1,18,6,2,1,1,1,,20
9103870173001,091038701,73001,NON-CRIMINAL,LOCATED PROPERTY,Thursday,10/08/2009,08:00,SOUTHERN,NONE,MARY ST / MISSION ST,-122.407258776463,37.7821176524238,POINT (-122.40725877646301 37.7821176524238),32,1,10,34,14,2,9,28853,34,,1,,,,,2,1,1,,,32
4015996807041,040159968,07041,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,02/08/2004,17:00,RICHMOND,NONE,1900 Block of CABRILLO ST,-122.479520075079,37.7747110931522,POINT (-122.47952007507901 37.7747110931522),8,8,4,29,11,6,2,55,26,,,,,,,1,,,,,8
3005316062020,030053160,62020,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Tuesday,01/14/2003,05:05,MISSION,"ARREST, BOOKED",MISSION ST / 16TH ST,-122.419671780303,37.7650501214714,POINT (-122.419671780303 37.7650501214714),53,3,2,20,8,4,7,28859,19,12,,14,3,14,,2,,,3,50,53
11086340109029,110863401,09029,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Sunday,10/23/2011,12:00,TARAVAL,NONE,200 Block of WINSTON DR,-122.477976682169,37.7269346350353,POINT (-122.47797668216901 37.7269346350353),41,10,8,16,1,8,4,64,14,,,,,,,2,,,,,41
9127142828100,091271428,28100,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,12/12/2009,17:35,RICHMOND,"ARREST, BOOKED",3200 Block of GEARY BL,-122.453658497048,37.7815327149698,POINT (-122.45365849704801 37.7815327149698),12,8,4,18,11,6,2,54,16,,,,,,,1,,,,,12
7120148928100,071201489,28100,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,11/23/2007,22:48,BAYVIEW,NONE,1200 Block of EGBERT AV,-122.389889010114,37.7210463190078,POINT (-122.389889010114 37.7210463190078),88,2,9,1,10,3,8,58,1,,,,,,,2,,,,,88
11608351006374,116083510,06374,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,06/25/2011,23:00,PARK,NONE,MARKET ST / CASTRO ST,-122.435187699349,37.7626702770872,POINT (-122.43518769934902 37.7626702770872),38,3,5,5,15,4,5,28862,3,1,,1,5,1,9,1,,,5,,38
6601599406244,066015994,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,03/12/2006,12:00,CENTRAL,NONE,0 Block of POST ST,-122.402346586116,37.7890033382139,POINT (-122.40234658611601 37.7890033382139),19,6,3,8,4,1,10,28854,6,10,,12,,,,2,,,,,19
13047029604134,130470296,04134,ASSAULT,BATTERY,Thursday,06/06/2013,23:20,CENTRAL,NONE,500 Block of BUSH ST,-122.405941469147,37.7904631779771,POINT (-122.40594146914701 37.7904631779771),19,6,3,8,5,1,10,28857,6,,,,,,5,2,,,,,19
11080796005083,110807960,05083,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Friday,10/07/2011,01:45,CENTRAL,NONE,400 Block of LOMBARD ST,-122.408973544798,37.8033870553777,POINT (-122.408973544798 37.8033870553777),106,6,3,23,3,1,10,308,23,,,,,23,,1,,,,,106
3002937165016,030029371,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,01/08/2003,07:42,RICHMOND,"ARREST, CITED",14TH AV / FULTON ST,-122.472298088761,37.7731143584334,POINT (-122.47229808876101 37.7731143584334),9,8,4,29,11,6,2,54,26,,,,,,,1,,,,,9
4081890465015,040818904,65015,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,07/18/2004,14:32,TARAVAL,"ARREST, CITED",MINERVA ST / ORIZABA AV,-122.46261524978,37.7156200951951,POINT (-122.46261524978 37.7156200951951),65,10,1,24,9,8,6,28861,24,,,,,,,2,,,,,65
11087834714052,110878347,14052,"SEX OFFENSES, FORCIBLE","ORAL COPULATION, UNLAWFUL (ADULT VICTIM)",Monday,10/31/2011,07:00,TENDERLOIN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,ELLIS ST / LEAVENWORTH ST,-122.414433155063,37.7846576329256,POINT (-122.414433155063 37.7846576329256),20,5,10,36,7,10,9,28852,36,17,,18,,18,6,2,1,1,,,20
13600369506244,136003695,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,01/05/2013,16:30,INGLESIDE,NONE,MISSION ST / POWERS AV,-122.419506076125,37.7461841911818,POINT (-122.419506076125 37.7461841911818),83,9,2,2,2,7,7,28859,2,,,,,,,1,,,,,83
6120494803014,061204948,03014,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,11/11/2006,14:38,BAYVIEW,NONE,MARIPOSA ST / CAROLINA ST,-122.40051751274,37.7636189768617,POINT (-122.40051751274 37.7636189768617),54,2,9,26,14,3,8,28856,29,,,,,,,1,,,,,54
10031907264020,100319072,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,04/06/2010,13:05,MISSION,PSYCHOPATHIC CASE,300 Block of POTRERO AV,-122.407406866036,37.7651269832499,POINT (-122.407406866036 37.7651269832499),54,3,9,20,8,4,8,28853,19,,,,3,,15,2,,,3,,54
10087835716110,100878357,16110,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Wednesday,09/22/2010,01:15,TENDERLOIN,NONE,TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006,POINT (-122.414056291891 37.7827931071006),20,5,10,36,7,10,9,28852,36,17,1,18,1,18,6,2,1,1,1,,20
11046416228150,110464162,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,06/08/2011,19:35,BAYVIEW,NONE,0 Block of LUCY ST,-122.393356904201,37.730076338153,POINT (-122.393356904201 37.730076338153),87,2,9,1,10,3,8,58,1,,,,,,,2,,,,,87
5123998303014,051239983,03014,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,11/01/2005,22:00,TENDERLOIN,NONE,300 Block of JONES ST,-122.412758846145,37.7843997500192,POINT (-122.41275884614501 37.7843997500192),20,5,10,36,7,10,9,28852,36,17,,18,,18,6,2,1,1,,,20
11603759519050,116037595,19050,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Friday,03/18/2011,11:30,SOUTHERN,NONE,600 Block of BRANNAN ST,-122.399841045579,37.7756327864282,POINT (-122.39984104557901 37.7756327864282),32,1,10,4,14,2,9,28856,20,,,,,,,1,,,,,32
8107282206241,081072822,06241,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,10/07/2008,17:00,NORTHERN,NONE,2900 Block of BROADWAY ST,-122.445670905848,37.7929649761229,POINT (-122.445670905848 37.7929649761229),102,4,6,30,13,9,1,57,27,,,,,,,1,,,,,102
5108190012100,051081900,12100,WEAPON LAWS,POSS OF LOADED FIREARM,Monday,09/26/2005,10:28,BAYVIEW,"ARREST, CITED",600 Block of DEHARO ST,-122.401191922623,37.7616428225519,POINT (-122.40119192262301 37.7616428225519),54,2,9,26,10,3,8,28856,29,,,,,,,1,,,,,54
5102326919057,051023269,19057,ASSAULT,THREATS AGAINST LIFE,Sunday,09/11/2005,16:35,CENTRAL,NONE,500 Block of BEACH ST,-122.418111096758,37.8070199998601,POINT (-122.418111096758 37.8070199998601),99,6,3,23,5,1,10,308,23,,,,,,2,2,,,,,99
7118695064070,071186950,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,11/05/2007,14:00,NORTHERN,NONE,1000 Block of POST ST,-122.419126295342,37.7869849580362,POINT (-122.41912629534201 37.7869849580362),50,4,3,21,13,9,10,28858,21,,,,,,10,2,,,,,50
4084098504134,040840985,04134,ASSAULT,BATTERY,Friday,07/23/2004,20:10,BAYVIEW,NONE,0 Block of CERES ST,-122.394387701957,37.7302365980257,POINT (-122.394387701957 37.7302365980257),87,2,9,1,10,3,8,58,1,,,,,,,2,,,,,87
6135412364020,061354123,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,12/22/2006,08:00,PARK,PSYCHOPATHIC CASE,1500 Block of PAGE ST,-122.446355447692,37.7710904987341,POINT (-122.44635544769201 37.7710904987341),25,7,11,3,15,5,11,29492,9,22,,24,,25,,1,,,,,25
5119541063010,051195410,63010,WARRANTS,WARRANT ARREST,Sunday,10/23/2005,00:45,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / LEAVENWORTH ST,-122.41443315507,37.7846576329026,POINT (-122.41443315507 37.7846576329026),20,5,10,36,7,10,9,28852,36,17,,18,,18,6,2,1,1,,,20
6088471907021,060884719,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/18/2006,01:00,TARAVAL,NONE,0 Block of CASTELO AV,-122.474817318143,37.717406113737,POINT (-122.474817318143 37.717406113737),42,10,8,16,1,8,4,64,14,,,,,,,2,,,,,42
8108950407021,081089504,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,10/12/2008,08:00,MISSION,NONE,1200 Block of SHOTWELL ST,-122.415041978274,37.7487541364362,POINT (-122.41504197827399 37.7487541364362),53,3,2,20,2,4,7,28859,19,,,,3,,,2,,,3,,53
7120544768020,071205447,68020,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,11/24/2007,22:09,BAYVIEW,NONE,0 Block of NICHOLS WY,-122.387234795761,37.7194008333885,POINT (-122.38723479576102 37.7194008333885),88,2,9,1,10,3,8,58,1,,,,,,,2,,,,,88
7023554464070,070235544,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,03/06/2007,12:40,CENTRAL,NONE,1000 Block of POWELL ST,-122.409701372201,37.7942940860888,POINT (-122.40970137220101 37.7942940860888),16,6,3,21,3,1,10,28857,21,5,,5,,5,,1,,,,,16
3092387027300,030923870,27300,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Tuesday,08/05/2003,14:42,NORTHERN,NONE,1600 Block of JACKSON ST,-122.422253299565,37.7940917260344,POINT (-122.42225329956499 37.7940917260344),105,4,3,32,13,9,10,28858,32,,,,,,,1,,,,,105
6027084564070,060270845,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,02/20/2006,16:00,TARAVAL,NONE,3200 Block of 20TH AV,-122.475647460786,37.7285280627465,POINT (-122.47564746078602 37.7285280627465),41,10,8,16,1,8,4,64,14,,,,,,,2,,,,,41
10039096916623,100390969,16623,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,04/28/2010,07:20,PARK,"ARREST, BOOKED",400 Block of STANYAN ST,-122.454403066889,37.7738178294781,POINT (-122.454403066889 37.7738178294781),12,7,4,18,15,5,2,29492,16,,,,,,,1,,,,,12
5085995407021,050859954,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,07/25/2005,12:00,RICHMOND,NONE,LAKE ST / 18TH AV,-122.477643886841,37.7860782983649,POINT (-122.477643886841 37.7860782983649),2,8,4,29,11,6,2,55,26,,,,,,,1,,,,,2
8123926015150,081239260,15150,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,11/19/2008,14:58,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745,POINT (-122.41965834370998 37.7642205603745),53,3,2,20,8,4,7,28859,19,12,,14,3,14,,2,,,3,,53
10014873027170,100148730,27170,OTHER OFFENSES,RESISTING ARREST,Sunday,02/14/2010,01:12,SOUTHERN,"ARREST, CITED",300 Block of 11TH ST,-122.413189430011,37.7712736913576,POINT (-122.413189430011 37.7712736913576),32,1,10,34,8,2,9,28853,34,,,,,,,2,,,,,32
6087465713060,060874657,13060,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,08/17/2006,19:40,MISSION,"ARREST, CITED",FOLSOM ST / 19TH ST,-122.414845139206,37.7605000725995,POINT (-122.414845139206 37.7605000725995),53,3,2,20,2,4,7,28859,19,13,,15,3,15,,2,,,3,,53
13013465215200,130134652,15200,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,02/15/2013,20:48,TARAVAL,COMPLAINANT REFUSES TO PROSECUTE,200 Block of THRIFT ST,-122.461467578211,37.7174871282718,POINT (-122.46146757821101 37.7174871282718),81,10,1,24,9,8,6,28861,24,7,,8,,8,,2,,,,,81
4122941151040,041229411,51040,NON-CRIMINAL,AIDED CASE,Wednesday,10/27/2004,13:50,TARAVAL,NONE,2500 Block of JUDAH ST,-122.489330370437,37.7612120995391,POINT (-122.489330370437 37.76121209953911),39,10,7,35,1,8,3,56,35,,,,,,,1,,,,,39
3044924628160,030449246,28160,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,04/16/2003,20:00,MISSION,NONE,24TH ST / ALABAMA ST,-122.410962664763,37.7526849196185,POINT (-122.410962664763 37.7526849196185),53,3,2,20,2,4,7,28859,19,,,,3,,,1,,,3,,53
7127709813070,071277098,13070,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Thursday,12/13/2007,22:43,NORTHERN,"ARREST, BOOKED",600 Block of LARKIN ST,-122.417732259561,37.7840044909335,POINT (-122.417732259561 37.7840044909335),20,5,10,36,7,9,9,28858,36,17,,18,,18,6,2,1,1,,,20
11103079806114,111030798,06114,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,12/25/2011,14:00,CENTRAL,NONE,1200 Block of STOCKTON ST,-122.40865661986,37.7974686241104,POINT (-122.40865661986001 37.7974686241104),104,6,3,6,3,1,10,308,4,,,,,,,2,,,,,104
10071534503071,100715345,03071,ROBBERY,"ROBBERY, ARMED WITH A GUN",Wednesday,08/04/2010,12:15,INGLESIDE,NONE,900 Block of GENEVA AV,-122.439784371506,37.7159411510558,POINT (-122.439784371506 37.7159411510558),90,9,1,7,9,7,6,28861,5,4,,4,,4,,2,,,,,90
9119232926170,091192329,26170,OTHER OFFENSES,PROBATION VIOLATION,Thursday,11/19/2009,15:34,PARK,"ARREST, BOOKED",1700 Block of HAIGHT ST,-122.450492384367,37.7696094511519,POINT (-122.45049238436701 37.7696094511519),25,7,11,3,15,5,11,29492,9,22,,24,,25,,1,,,,,25
11604474406244,116044744,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/08/2011,00:01,TARAVAL,NONE,1800 Block of 22ND AV,-122.47969022609,37.7531457102925,POINT (-122.47969022609 37.7531457102925),39,10,7,35,1,8,3,56,35,,,25,,,,1,,,,,39
7132040904134,071320409,04134,ASSAULT,BATTERY,Thursday,12/27/2007,02:00,TENDERLOIN,"ARREST, BOOKED",0 Block of 5THSTNORTH ST,-122.408294122336,37.7842476296454,POINT (-122.408294122336 37.7842476296454),19,5,3,36,14,10,10,28852,36,,1,,,,5,2,1,1,,,19
11051525406373,110515254,06373,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,06/26/2011,19:45,NORTHERN,NONE,0 Block of GROVE ST,-122.417448582701,37.7786438096934,POINT (-122.417448582701 37.7786438096934),21,4,10,36,7,9,9,28852,36,,1,,1,,8,2,1,1,1,,21
8049509506244,080495095,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,05/11/2008,22:30,NORTHERN,NONE,GEARY ST / VANNESS AV,-122.421395819115,37.7856843389472,POINT (-122.421395819115 37.7856843389472),100,4,11,39,13,9,11,28858,41,,,,,,10,1,,,,,100
4090218706374,040902187,06374,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,08/08/2004,12:00,RICHMOND,NONE,7TH AV / CABRILLO ST,-122.464943755424,37.7753193587064,POINT (-122.46494375542399 37.7753193587064),5,8,4,11,11,6,2,54,11,6,,7,,7,,1,,,,,5
7062290772000,070622907,72000,NON-CRIMINAL,FOUND PROPERTY,Tuesday,06/19/2007,16:00,MISSION,UNFOUNDED,400 Block of ALVARADO ST,-122.431018828962,37.7539435829706,POINT (-122.43101882896201 37.7539435829706),52,3,5,22,2,4,5,28862,22,,,,,,,1,,,,,52
7608839506244,076088395,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,11/29/2007,02:00,TARAVAL,NONE,1700 Block of 17TH AV,-122.474466987181,37.7552472612638,POINT (-122.474466987181 37.7552472612638),44,10,8,14,1,8,4,56,12,,,,,,,1,,,,,44
9053669506244,090536695,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,05/22/2009,17:00,TARAVAL,NONE,300 Block of ARBALLO DR,-122.483066441234,37.7208318410205,POINT (-122.483066441234 37.7208318410205),42,10,8,16,1,8,4,64,14,,,,,,,2,,,,,42
7101298506363,071012985,06363,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,10/02/2007,14:30,MISSION,NONE,2300 Block of MARKET ST,-122.43403618214,37.7632941952462,POINT (-122.43403618214 37.76329419524621),38,3,5,5,15,4,5,28862,3,1,,1,5,1,9,1,,,5,,38
9014358528100,090143585,28100,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,02/09/2009,00:42,CENTRAL,NONE,1700 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869,POINT (-122.41077421437501 37.80843501758691),99,6,3,23,3,1,10,308,23,,,,,,2,2,,,,,99
11071420204021,110714202,04021,ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Monday,09/05/2011,20:05,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,POINT (-122.40340479147902 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
10063854306303,100638543,06303,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,07/10/2010,17:00,SOUTHERN,NONE,1500 Block of MISSION ST,-122.417975390351,37.7737509379648,POINT (-122.417975390351 37.7737509379648),32,1,10,20,8,2,9,28853,19,,1,,1,,7,2,1,1,1,,32
12042745109029,120427451,09029,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Wednesday,05/23/2012,00:01,NORTHERN,NONE,2000 Block of VANNESS AV,-122.423310664521,37.7943634859292,POINT (-122.423310664521 37.7943634859292),102,4,6,30,13,9,1,28858,27,,,,,,,1,,,,,102
12009535916664,120095359,16664,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Friday,02/03/2012,16:27,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.414081138014,37.7832767266062,POINT (-122.41408113801401 37.7832767266062),20,5,10,36,7,10,9,28852,36,17,1,18,,18,6,2,1,1,,,20
11061395509330,110613955,09330,FRAUD,"CREDIT CARD, INCOMPLETE OR COUNTERFEIT",Sunday,07/31/2011,17:30,RICHMOND,NONE,2800 Block of GEARY BL,-122.449580340962,37.7820535935304,POINT (-122.44958034096202 37.7820535935304),12,8,4,18,15,6,2,54,16,,,,,,,1,,,,,12
7026749065015,070267490,65015,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,03/14/2007,18:13,BAYVIEW,"ARREST, CITED",REVERE AV / INGALLS ST,-122.384557371971,37.7284868144785,POINT (-122.38455737197101 37.7284868144785),86,2,9,1,10,3,8,58,1,,,,,,,2,,,,,86
10052521374000,100525213,74000,MISSING PERSON,MISSING ADULT,Sunday,06/06/2010,16:00,SOUTHERN,LOCATED,800 Block of BRYANT ST,-122.403404791479,37.775420706711,POINT (-122.40340479147902 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
8080506816110,080805068,16110,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Thursday,07/31/2008,12:11,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,POINT (-122.414056291891 37.7827931071006),20,5,10,36,7,10,9,28852,36,17,1,18,1,18,6,2,1,1,1,,20
11607992328150,116079923,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,05/26/2011,08:00,RICHMOND,NONE,3300 Block of CLAY ST,-122.448019046655,37.7890161240958,POINT (-122.44801904665502 37.7890161240958),10,8,6,31,13,6,1,54,31,,,,,,,1,,,,,10
5117920472000,051179204,72000,NON-CRIMINAL,FOUND PROPERTY,Sunday,10/16/2005,23:00,PARK,NONE,SHRADER ST / CARMEL ST,-122.450417446914,37.7607600892569,POINT (-122.450417446914 37.7607600892569),114,7,11,14,15,5,11,29492,12,,,,,,,1,,,,,114
6101857306243,061018573,06243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,02/23/2006,14:15,TARAVAL,NONE,ORTEGA ST / 39TH AV,-122.497769847193,37.7514238836408,POINT (-122.497769847193 37.7514238836408),39,10,7,35,1,8,3,29491,35,,,,,,,1,,,,,39
10602672428150,106026724,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,03/03/2010,01:00,PARK,NONE,0 Block of ORD CT,-122.440906613041,37.7639200417485,POINT (-122.44090661304098 37.7639200417485),113,7,5,5,15,5,5,28862,3,,,,,,,1,,,,,113
12103718204134,121037182,04134,ASSAULT,BATTERY,Tuesday,12/25/2012,19:08,TENDERLOIN,NONE,TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013,POINT (-122.410768766343 37.7832145190013),20,5,10,36,14,10,9,28852,36,17,1,18,1,18,6,2,1,1,1,,20
4029350028160,040293500,28160,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,03/12/2004,19:07,BAYVIEW,NONE,100 Block of DAKOTA ST,-122.395635436168,37.7535645746594,POINT (-122.39563543616799 37.7535645746594),54,2,9,26,10,3,8,28856,29,,,,,,,2,,,,,54
3101598516621,031015985,16621,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,08/27/2003,22:24,NORTHERN,"ARREST, BOOKED",LARKIN ST / OFARRELL ST,-122.417903977571,37.7851670875288,POINT (-122.41790397757102 37.7851670875288),20,5,10,36,7,9,9,28858,36,,,,,,6,2,1,1,,,20
9123145016010,091231450,16010,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,12/01/2009,15:21,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.409536662692,37.7826911213472,POINT (-122.40953666269202 37.7826911213472),32,5,10,34,14,2,9,28853,34,17,1,18,,18,7,2,1,1,,35,32
